ext data,47596200,0,0,0,0,182,1357
ext data,47596210,0,0,0,0,181,1356
ext data,47596220,0,0,0,0,183,1354
ext data,47596230,0,0,0,0,184,1352
ext data,47596240,0,0,0,0,183,1351
ext data,47596250,0,0,0,0,181,1347
ext data,47596260,0,0,0,0,182,1346
ext data,47596270,0,0,0,0,183,1340
ext data,47596280,0,0,0,0,181,1329
ext data,47596290,0,0,0,0,181,1320
ext data,47596300,0,0,0,0,174,1313
ext data,47596310,0,0,0,0,168,1305
ext data,47596320,0,0,0,0,161,1294
ext data,47596330,0,0,0,0,155,1289
ext data,47596340,0,0,0,0,160,1280
ext data,47596350,0,0,0,0,163,1270
ext data,47596360,0,0,0,0,170,1267
ext data,47596370,0,0,0,0,181,1263
ext data,47596380,0,0,0,0,185,1254
ext data,47596390,0,0,0,0,194,1246
ext data,47596400,0,0,0,0,184,1233
ext data,47596410,0,0,0,0,186,1220
ext data,47596420,0,0,0,0,197,1205
ext data,47596430,0,0,0,0,207,1182
ext data,47596440,0,0,0,0,216,1146
ext data,47596450,0,0,0,0,218,1113
ext data,47596460,0,0,0,0,222,1064
ext data,47596470,0,0,0,0,230,1014
ext data,47596480,0,0,0,0,237,974
ext data,47596490,0,0,0,0,242,941
ext data,47596500,0,0,0,0,239,912
ext data,47596510,0,0,0,0,234,886
ext data,47596520,0,0,0,0,238,852
ext data,47596530,0,0,0,0,238,832
ext data,47596540,0,0,0,0,238,823
ext data,47596550,0,0,0,0,242,818
ext data,47596560,0,0,0,0,221,814
ext data,47596570,0,0,0,0,198,804
ext data,47596580,0,0,0,0,183,785
ext data,47596590,0,0,0,0,177,781
ext data,47596600,0,0,0,0,172,781
ext data,47596610,0,0,0,0,173,800
ext data,47596620,0,0,0,0,169,824
ext data,47596630,0,0,0,0,162,830
ext data,47596640,0,0,0,0,165,836
ext data,47596650,0,0,0,0,148,837
ext data,47596660,0,0,0,0,136,828
ext data,47596670,0,0,0,0,130,822
ext data,47596680,0,0,0,0,120,837
ext data,47596690,0,0,0,0,116,850
ext data,47596700,0,0,0,0,109,850
ext data,47596710,0,0,0,0,96,856
ext data,47596720,0,0,0,0,86,862
ext data,47596730,0,0,0,0,78,878
ext data,47596740,0,0,0,0,76,873
ext data,47596750,0,0,0,0,73,867
ext data,47596760,0,0,0,0,76,839
ext data,47596770,0,0,0,0,78,828
ext data,47596780,0,0,0,0,84,809
ext data,47596790,0,0,0,0,87,800
ext data,47596800,0,0,0,0,91,795
ext data,47596810,0,0,0,0,96,807
ext data,47596820,0,0,0,0,101,807
ext data,47596830,0,0,0,0,104,803
ext data,47596840,0,0,0,0,107,785
ext data,47596850,0,0,0,0,108,772
ext data,47596860,0,0,0,0,109,752
ext data,47596870,0,0,0,0,109,723
ext data,47596880,0,0,0,0,110,696
ext data,47596890,0,0,0,0,111,672
ext data,47596900,0,0,0,0,113,660
